Code,Message,Provider,Catégorie,Occurrences,Dernière_Occurrence,Date_Mise_A_Jou
95,mise hors service 0001,CORS,unknown,74,2026-03-19 16:51:49,2026-03-19 21:45:34
$0687,,SPGO,unknown,74,2026-03-19 02:25:17,2026-03-19 21:45:34
VIDEOAL2,apparition image disponible,"CORS, YPSILON_HISTO",unknown,73,2026-03-19 16:24:42,2026-03-19 21:45:34
12291,,SPGO,unknown,73,2026-03-19 06:52:13,2026-03-19 21:45:34
95,mise hors service 0205,CORS,unknown,72,2026-03-19 10:55:31,2026-03-19 21:45:34
137,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,72,2026-03-17 12:53:13,2026-03-19 21:45:34
383,,"CORS, PROVIDER_UNCLASSIFIED",unknown,72,2026-03-12 11:04:28,2026-03-19 21:45:34
SMAIL,,"CORS, SPGO",UNK,72,2026-03-02 12:30:26,2026-03-19 21:45:34
02403-MHS,,YPSILON_HISTO,unknown,72,2026-03-02 10:02:54,2026-03-19 21:45:34
01401,mise en service 0002,CORS,unknown,71,2026-03-19 16:13:42,2026-03-19 21:45:34
02401-MHS,mise hors service 0002,CORS,unknown,71,2026-03-19 08:42:54,2026-03-19 21:45:34
YS,,"CORS, PROVIDER_UNCLASSIFIED",unknown,71,2026-03-12 19:53:25,2026-03-19 21:45:34
0010,,CORS,UNK,71,2026-03-05 11:36:23,2026-03-19 21:45:34
01400-MHS,,YPSILON_HISTO,unknown,71,2026-03-02 11:44:40,2026-03-19 21:45:34
,cam1 10 ajout de la camera resultat succes,SPGO,unknown,71,2026-03-01 14:15:39,2026-03-19 21:45:34
,cam1 11 ajout de la camera resultat succes,SPGO,unknown,71,2026-03-01 14:15:39,2026-03-19 21:45:34
,mise hors service 0011,CORS,unknown,71,2026-02-28 05:59:46,2026-03-19 21:45:34
01401-MHS,mise hors service 0002,CORS,unknown,70,2026-03-19 12:57:39,2026-03-19 21:45:34
0016,,"CORS, SPGO, YPSILON_HISTO",unknown,70,2026-03-09 08:22:16,2026-03-19 21:45:34
$MAINT2,fin de maintenance,CORS,unknown,69,2026-03-19 15:11:36,2026-03-19 21:45:34
00401,,"CORS, PROVIDER_UNCLASSIFIED",unknown,69,2026-03-13 05:02:18,2026-03-19 21:45:34
12292,,"PROVIDER_UNCLASSIFIED, SPGO",unknown,68,2026-03-18 22:10:50,2026-03-19 21:45:34
301,apparition defaut secteur 0000,"CORS, YPSILON_HISTO",unknown,67,2026-03-19 16:26:15,2026-03-19 21:45:34
12317,,SPGO,unknown,67,2026-03-17 15:57:10,2026-03-19 21:45:34
$0027,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,67,2026-03-14 14:42:27,2026-03-19 21:45:34
01403-MHS,,YPSILON_HISTO,unknown,66,2026-03-02 06:00:51,2026-03-19 21:45:34
02400-MHS,,YPSILON_HISTO,unknown,66,2026-03-02 05:27:53,2026-03-19 21:45:34
95,mise hors service 0004,CORS,unknown,65,2026-03-19 14:33:36,2026-03-19 21:45:34
$0045,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,65,2026-03-09 22:26:04,2026-03-19 21:45:34
0043,,"CORS, PROVIDER_UNCLASSIFIED, YPSILON_HISTO",unknown,65,2026-03-09 07:46:24,2026-03-19 21:45:34
$0911,,CORS,UNK,65,2026-03-05 11:34:05,2026-03-19 21:45:34
776,apparition utilisation speeker audio 0900,"CORS, SPGO",unknown,64,2026-03-18 23:58:51,2026-03-19 21:45:34
12316,,SPGO,unknown,64,2026-03-17 15:56:18,2026-03-19 21:45:34
301,disparition defaut secteur 0000,"CORS, YPSILON_HISTO",unknown,63,2026-03-19 15:10:19,2026-03-19 21:45:34
TME,apparition appels abusifs du transmetteur,"CORS, YPSILON_HISTO",unknown,62,2026-03-19 14:52:20,2026-03-19 21:45:34
120,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,61,2026-03-16 17:58:58,2026-03-19 21:45:34
0027,,"CORS, PROVIDER_UNCLASSIFIED, YPSILON_HISTO",unknown,61,2026-03-07 06:11:21,2026-03-19 21:45:34
$0600,,CORS,UNK,61,2026-03-05 10:26:44,2026-03-19 21:45:34
,mise hors service 0012,CORS,unknown,61,2026-02-28 06:03:32,2026-03-19 21:45:34
28674,,"CORS, SPGO",UNK,60,2026-03-02 14:24:23,2026-03-19 21:45:34
94,mise en service 0004,CORS,unknown,59,2026-03-19 16:32:51,2026-03-19 21:45:34
342,disparition panne courant module extension 0101,"CORS, SPGO, YPSILON_HISTO",unknown,58,2026-03-19 14:15:19,2026-03-19 21:45:34
$0035,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,57,2026-03-15 15:52:05,2026-03-19 21:45:34
03403,,"CORS, PROVIDER_UNCLASSIFIED",unknown,56,2026-03-13 04:30:13,2026-03-19 21:45:34
$0074,,SPGO,unknown,56,2026-03-12 02:53:12,2026-03-19 21:45:34
,mise en service 0001,"CORS, YPSILON_HISTO",unknown,56,2026-03-01 05:47:45,2026-03-19 21:45:34
01409,mise en service 0101,CORS,unknown,55,2026-03-19 16:48:02,2026-03-19 21:45:34
$0046,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,55,2026-03-15 11:50:27,2026-03-19 21:45:34
$0032,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,55,2026-03-12 20:01:04,2026-03-19 21:45:34
INHIB,,"SPGO, YPSILON_HISTO",unknown,55,2026-03-03 18:11:40,2026-03-19 21:45:34
0064,,YPSILON_HISTO,unknown,55,2026-03-02 06:51:48,2026-03-19 21:45:34
,cam1 15 ajout de la camera resultat succes,SPGO,unknown,55,2026-03-01 14:15:42,2026-03-19 21:45:34
,cam1 16 ajout de la camera resultat succes,SPGO,unknown,55,2026-03-01 14:15:42,2026-03-19 21:45:34
,cam1 14 ajout de la camera resultat succes,SPGO,unknown,55,2026-03-01 14:15:41,2026-03-19 21:45:34
,cam1 13 ajout de la camera resultat succes,SPGO,unknown,55,2026-03-01 14:15:40,2026-03-19 21:45:34
,cam1 12 ajout de la camera resultat succes,SPGO,unknown,55,2026-03-01 14:15:40,2026-03-19 21:45:34
92,test cyclique,CORS,unknown,54,2026-03-19 09:45:09,2026-03-19 21:45:34
05401,,"CORS, PROVIDER_UNCLASSIFIED",unknown,54,2026-03-13 03:51:57,2026-03-19 21:45:34
41,,"CORS, PROVIDER_UNCLASSIFIED",unknown,54,2026-03-13 03:01:03,2026-03-19 21:45:34
28674,apparition intrusion detection par camera 7 therm a7,SPGO,unknown,54,2026-03-01 16:19:38,2026-03-19 21:45:34
$0014,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,53,2026-03-15 12:07:00,2026-03-19 21:45:34
0105,,"CORS, PROVIDER_UNCLASSIFIED, SPGO, YPSILON_HISTO",unknown,53,2026-03-09 07:16:04,2026-03-19 21:45:34
IUNKNOWN,,"PROVIDER_UNCLASSIFIED, SPGO",unknown,53,2026-03-03 06:29:29,2026-03-19 21:45:34
7,,SPGO,unknown,53,2026-03-01 16:19:38,2026-03-19 21:45:34
342,apparition panne courant module extension 0101,"CORS, YPSILON_HISTO",unknown,52,2026-03-19 16:26:15,2026-03-19 21:45:34
$0055,,"PROVIDER_UNCLASSIFIED, SPGO",unknown,52,2026-03-15 15:23:02,2026-03-19 21:45:34
$0064,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,52,2026-03-13 04:57:58,2026-03-19 21:45:34
$0024,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,51,2026-03-15 12:51:51,2026-03-19 21:45:34
$0999,,"CORS, PROVIDER_UNCLASSIFIED",unknown,51,2026-03-09 11:19:24,2026-03-19 21:45:34
0065,,YPSILON_HISTO,unknown,51,2026-03-02 04:38:00,2026-03-19 21:45:34
95,mise hors service 0005,CORS,unknown,50,2026-03-19 12:20:20,2026-03-19 21:45:34
0503,,CORS,UNK,50,2026-03-05 11:41:14,2026-03-19 21:45:34
MAINT,,"SPGO, YPSILON_HISTO",unknown,50,2026-03-02 11:42:17,2026-03-19 21:45:34
02401,mise en service 0002,CORS,unknown,49,2026-03-19 15:43:36,2026-03-19 21:45:34
0035,,"CORS, PROVIDER_UNCLASSIFIED, SPGO, YPSILON_HISTO",unknown,49,2026-03-07 19:18:59,2026-03-19 21:45:34
0032,,"CORS, SPGO, YPSILON_HISTO",unknown,49,2026-03-07 07:59:29,2026-03-19 21:45:34
,cam1 19 ajout de la camera resultat succes,SPGO,unknown,49,2026-03-01 14:15:46,2026-03-19 21:45:34
,cam1 20 ajout de la camera resultat succes,SPGO,unknown,49,2026-03-01 14:15:46,2026-03-19 21:45:34
,cam1 18 ajout de la camera resultat succes,SPGO,unknown,49,2026-03-01 14:15:45,2026-03-19 21:45:34
,cam1 17 ajout de la camera resultat succes,SPGO,unknown,49,2026-03-01 14:15:43,2026-03-19 21:45:34
01409-MHS,mise hors service 0101,CORS,unknown,48,2026-03-19 16:53:01,2026-03-19 21:45:34
151,,"CORS, SPGO",UNK,48,2026-03-02 15:42:19,2026-03-19 21:45:34
796,,"CORS, SPGO",UNK,48,2026-03-02 12:48:09,2026-03-19 21:45:34
04401-MHS,,YPSILON_HISTO,unknown,48,2026-03-02 07:43:05,2026-03-19 21:45:34
,cam1 29 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:50,2026-03-19 21:45:34
,cam1 27 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:49,2026-03-19 21:45:34
,cam1 26 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:49,2026-03-19 21:45:34
,cam1 28 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:49,2026-03-19 21:45:34
,cam1 25 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:48,2026-03-19 21:45:34
,cam1 24 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:48,2026-03-19 21:45:34
,cam1 23 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:48,2026-03-19 21:45:34
,cam1 22 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:47,2026-03-19 21:45:34
,cam1 21 ajout de la camera resultat succes,SPGO,unknown,48,2026-03-01 14:15:46,2026-03-19 21:45:34
95,mise hors service 0009,CORS,unknown,47,2026-03-19 16:53:56,2026-03-19 21:45:34
02401,mise en service 0004,CORS,unknown,47,2026-03-19 16:41:16,2026-03-19 21:45:34
,mise hors service 0001,"CORS, YPSILON_HISTO",unknown,47,2026-03-01 05:50:11,2026-03-19 21:45:34
02402,mise en service 0003,CORS,unknown,46,2026-03-19 15:43:49,2026-03-19 21:45:34
01407-MHS,mise hors service a distance 0000,CORS,unknown,46,2026-03-19 12:48:52,2026-03-19 21:45:34
0205,,"CORS, PROVIDER_UNCLASSIFIED",unknown,46,2026-03-09 07:45:01,2026-03-19 21:45:34
0020,,"CORS, PROVIDER_UNCLASSIFIED, SPGO, YPSILON_HISTO",unknown,46,2026-03-09 07:00:20,2026-03-19 21:45:34
28674,apparition intrusion detection par camera 1 th1,SPGO,unknown,46,2026-02-28 22:29:24,2026-03-19 21:45:34
00401,mise en service 0901,CORS,unknown,45,2026-03-19 16:30:39,2026-03-19 21:45:34
01401-MHS,mise hors service 0013,CORS,unknown,45,2026-03-19 07:54:08,2026-03-19 21:45:34
627,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,45,2026-03-16 12:30:54,2026-03-19 21:45:34
02,,"CORS, PROVIDER_UNCLASSIFIED",unknown,45,2026-03-12 22:24:30,2026-03-19 21:45:34
750,,"CORS, SPGO",unknown,45,2026-03-10 08:46:32,2026-03-19 21:45:34
0301,,"CORS, PROVIDER_UNCLASSIFIED, YPSILON_HISTO",unknown,45,2026-03-09 11:44:39,2026-03-19 21:45:34
0255,,"CORS, PROVIDER_UNCLASSIFIED",unknown,45,2026-03-09 08:20:30,2026-03-19 21:45:34
0019,,"CORS, PROVIDER_UNCLASSIFIED, YPSILON_HISTO",unknown,45,2026-03-09 08:16:43,2026-03-19 21:45:34
94,mise en service 0009,CORS,unknown,44,2026-03-19 15:48:10,2026-03-19 21:45:34
MSG,,"CORS, SPGO",unknown,44,2026-03-18 21:07:47,2026-03-19 21:45:34
$0031,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,44,2026-03-15 12:48:52,2026-03-19 21:45:34
$0056,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,44,2026-03-13 04:05:40,2026-03-19 21:45:34
144,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,44,2026-03-12 14:43:06,2026-03-19 21:45:34
$0013,disparition technique 13 alarme technique usine d3 defaut radio protection,SPGO,unknown,44,2026-02-26 13:55:49,2026-03-19 21:45:34
$0013,apparition technique 13 alarme technique usine d3 defaut radio protection,SPGO,unknown,44,2026-02-26 13:55:46,2026-03-19 21:45:34
01407,mise en service a distance 0000,CORS,unknown,43,2026-03-19 11:57:54,2026-03-19 21:45:34
$HRAUDIT,,"CORS, PROVIDER_UNCLASSIFIED",unknown,43,2026-03-12 14:28:21,2026-03-19 21:45:34
0024,,"CORS, PROVIDER_UNCLASSIFIED, SPGO, YPSILON_HISTO",unknown,43,2026-03-09 07:55:22,2026-03-19 21:45:34
0600,,CORS,UNK,42,2026-03-02 18:58:08,2026-03-19 21:45:34
3,,"PROVIDER_UNCLASSIFIED, SPGO",unknown,42,2026-03-02 13:22:35,2026-03-19 21:45:34
02401-MHS,mise hors service issue secours 0007,CORS,unknown,41,2026-03-19 16:41:18,2026-03-19 21:45:34
94,mise en service 0005,CORS,unknown,41,2026-03-19 14:23:59,2026-03-19 21:45:34
ARID,apparition code exclu suite intempestif 710 1 0911,"CORS, YPSILON_HISTO",unknown,41,2026-03-19 13:20:40,2026-03-19 21:45:34
03403,mise en service auto 0000,CORS,unknown,41,2026-03-19 07:32:08,2026-03-19 21:45:34
$0112,,SPGO,unknown,41,2026-03-19 06:09:51,2026-03-19 21:45:34
151,,"CORS, SPGO",unknown,41,2026-03-09 20:33:27,2026-03-19 21:45:34
0028,,"CORS, PROVIDER_UNCLASSIFIED, SPGO, YPSILON_HISTO",unknown,41,2026-03-09 07:20:02,2026-03-19 21:45:34
0029,,"CORS, PROVIDER_UNCLASSIFIED, YPSILON_HISTO",unknown,41,2026-03-09 06:45:38,2026-03-19 21:45:34
0104,,"CORS, PROVIDER_UNCLASSIFIED, SPGO, YPSILON_HISTO",unknown,41,2026-03-08 23:44:42,2026-03-19 21:45:34
MAINT2,,"SPGO, YPSILON_HISTO",unknown,41,2026-03-02 10:34:33,2026-03-19 21:45:34
94,mise en service 0006,CORS,unknown,40,2026-03-19 16:06:39,2026-03-19 21:45:34
DEP.,apparition envoi mail ou fax installateur,"CORS, YPSILON_HISTO",unknown,40,2026-03-19 08:02:04,2026-03-19 21:45:34
00401-MHS,mise hors service 0901,CORS,unknown,40,2026-03-19 07:02:25,2026-03-19 21:45:34
02401,mise en service 0005,CORS,unknown,39,2026-03-19 16:56:39,2026-03-19 21:45:34
02401,mise en service issue secours 0007,CORS,unknown,39,2026-03-19 16:44:54,2026-03-19 21:45:34
95,mise hors service 0008,CORS,unknown,39,2026-03-19 12:52:11,2026-03-19 21:45:34
02401-MHS,mise hors service 0005,CORS,unknown,39,2026-03-19 07:25:05,2026-03-19 21:45:34
02401-MHS,mise hors service 0004,CORS,unknown,39,2026-03-19 05:31:45,2026-03-19 21:45:34
$0020,,"CORS, SPGO",unknown,39,2026-03-13 04:52:36,2026-03-19 21:45:34
0914,,"SPGO, YPSILON_HISTO",unknown,39,2026-03-03 10:11:52,2026-03-19 21:45:34
0040,,"SPGO, YPSILON_HISTO",unknown,39,2026-03-01 21:11:09,2026-03-19 21:45:34
ARID,apparition code exclu suite intempestif 710 2 0911,"CORS, YPSILON_HISTO",unknown,38,2026-03-19 13:21:05,2026-03-19 21:45:34
$INHIB,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,38,2026-03-19 09:55:42,2026-03-19 21:45:34
$0023,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,38,2026-03-16 04:58:15,2026-03-19 21:45:34
BATTERIE,,"CORS, PROVIDER_UNCLASSIFIED",unknown,38,2026-03-12 19:45:53,2026-03-19 21:45:34
0001,,CORS,UNK,38,2026-03-05 11:58:42,2026-03-19 21:45:34
02401-MHS,mise hors service 0007,CORS,unknown,37,2026-03-19 14:39:57,2026-03-19 21:45:34
302,,"CORS, PROVIDER_UNCLASSIFIED",unknown,37,2026-03-13 02:39:56,2026-03-19 21:45:34
0012,,CORS,UNK,37,2026-03-05 11:59:21,2026-03-19 21:45:34
0011,,CORS,UNK,37,2026-03-05 09:37:46,2026-03-19 21:45:34
0451,disparition brouillage detecteur 0451,CORS,unknown,37,2026-02-27 21:37:33,2026-03-19 21:45:34
0451,apparition brouillage detecteur 0451,CORS,unknown,37,2026-02-27 21:37:13,2026-03-19 21:45:34
95,mise hors service 0255,CORS,unknown,36,2026-03-19 16:54:31,2026-03-19 21:45:34
VIDEOMAIL,apparition alerte video,CORS,unknown,36,2026-03-19 15:58:02,2026-03-19 21:45:34
ARID,disparition code exclu suite intempestif 7100911 2,"CORS, YPSILON_HISTO",unknown,36,2026-03-19 14:21:20,2026-03-19 21:45:34
95,mise hors service 0006,CORS,unknown,36,2026-03-19 09:21:26,2026-03-19 21:45:34
391,,SPGO,unknown,36,2026-03-16 08:26:56,2026-03-19 21:45:34
$X0032,,"CORS, SPGO",UNK,36,2026-03-02 13:45:39,2026-03-19 21:45:34
342,,"CORS, SPGO",UNK,36,2026-03-02 12:47:52,2026-03-19 21:45:34
02401-MHS,mise hors service 0008,CORS,unknown,35,2026-03-19 07:22:30,2026-03-19 21:45:34
$0022,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,35,2026-03-16 18:35:49,2026-03-19 21:45:34
$0119,,"PROVIDER_UNCLASSIFIED, SPGO",unknown,35,2026-03-16 02:33:50,2026-03-19 21:45:34
TME,,"CORS, PROVIDER_UNCLASSIFIED",unknown,35,2026-03-12 23:06:41,2026-03-19 21:45:34
,mise en service 0013,CORS,unknown,35,2026-02-28 03:48:58,2026-03-19 21:45:34
ABSENCE,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,34,2026-03-13 01:56:30,2026-03-19 21:45:34
$RVC0008,,CORS,unknown,34,2026-03-09 10:04:16,2026-03-19 21:45:34
0022,,"CORS, SPGO, YPSILON_HISTO",unknown,34,2026-03-09 07:45:56,2026-03-19 21:45:34
A1,,"NORDEDATA, PROVIDER_UNCLASSIFIED",UNK,34,2026-03-02 20:35:00,2026-03-19 21:45:34
,client prevenu fait le necessaire,SPGO,unknown,34,2026-03-01 16:52:43,2026-03-19 21:45:34
$HRAUDIT,modification de dossier,CORS,unknown,33,2026-03-19 13:47:05,2026-03-19 21:45:34
ARTEC,arrivee technicien sur site,CORS,unknown,33,2026-03-19 11:20:27,2026-03-19 21:45:34
354,,"PROVIDER_UNCLASSIFIED, SPGO",unknown,33,2026-03-18 19:07:05,2026-03-19 21:45:34
0034,,"CORS, YPSILON_HISTO",unknown,33,2026-03-09 05:18:05,2026-03-19 21:45:34
,mise hors service 0205,CORS,unknown,33,2026-02-28 05:44:00,2026-03-19 21:45:34
DEPTEC,depart technicien,CORS,unknown,32,2026-03-19 13:57:28,2026-03-19 21:45:34
DEPTEC,,"CORS, PROVIDER_UNCLASSIFIED",unknown,32,2026-03-12 16:16:21,2026-03-19 21:45:34
ARTEC,,"CORS, PROVIDER_UNCLASSIFIED",unknown,32,2026-03-12 14:32:52,2026-03-19 21:45:34
01406-MHS,,YPSILON_HISTO,unknown,32,2026-03-02 08:00:20,2026-03-19 21:45:34
,mise en service 0101,CORS,unknown,32,2026-02-27 21:48:28,2026-03-19 21:45:34
01401,mise en service 0013,CORS,unknown,31,2026-03-18 19:30:41,2026-03-19 21:45:34
$0025,,"CORS, SPGO",unknown,31,2026-03-12 03:50:50,2026-03-19 21:45:34
,cam3 5 ajout de la camera resultat succes,SPGO,unknown,31,2026-03-01 16:15:07,2026-03-19 21:45:34
,cam3 3 ajout de la camera resultat succes,SPGO,unknown,31,2026-03-01 16:15:06,2026-03-19 21:45:34
,cam3 4 ajout de la camera resultat succes,SPGO,unknown,31,2026-03-01 16:15:06,2026-03-19 21:45:34
,cam3 2 ajout de la camera resultat succes,SPGO,unknown,31,2026-03-01 16:15:05,2026-03-19 21:45:34
,cam3 1 ajout de la camera resultat succes,SPGO,unknown,31,2026-03-01 16:15:04,2026-03-19 21:45:34
,cam3 1 activation du mode multi flux resultat succes,SPGO,unknown,31,2026-03-01 16:15:03,2026-03-19 21:45:34
,cam3 1 connexion resultat succes,SPGO,unknown,31,2026-03-01 16:15:02,2026-03-19 21:45:34
,pas de gestion suivant consigne horus,SPGO,unknown,31,2026-02-28 14:25:44,2026-03-19 21:45:34
0000,disparition autoprotection installation 0000,CORS,unknown,31,2026-02-28 05:48:38,2026-03-19 21:45:34
02401,mise en service 0006,CORS,unknown,30,2026-03-19 16:36:30,2026-03-19 21:45:34
$0105,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,30,2026-03-19 03:35:47,2026-03-19 21:45:34
VIDEOMAIL,apparition alarme video mail,CORS,unknown,30,2026-03-17 22:08:20,2026-03-19 21:45:34
$0063,,"CORS, PROVIDER_UNCLASSIFIED",unknown,30,2026-03-10 22:52:56,2026-03-19 21:45:34
MVS,,"CORS, SPGO",UNK,30,2026-03-02 14:26:49,2026-03-19 21:45:34
28673,,"CORS, SPGO",UNK,30,2026-03-02 14:24:04,2026-03-19 21:45:34
VIDEOAL2,,"CORS, SPGO",UNK,30,2026-03-02 09:29:14,2026-03-19 21:45:34
12316,apparition erreur de com 2 device connection error,SPGO,unknown,30,2026-03-01 05:08:57,2026-03-19 21:45:34
HER,,SPGO,unknown,29,2026-03-19 10:32:06,2026-03-19 21:45:34
$0027,apparition intrusion 27 thermique portail,CORS,unknown,29,2026-03-19 05:52:34,2026-03-19 21:45:34
110,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,29,2026-03-18 15:36:39,2026-03-19 21:45:34
,operator action cam2 1 connexion resultat succcs,CORS,unknown,29,2026-03-17 05:29:59,2026-03-19 21:45:34
0751,,"CORS, PROVIDER_UNCLASSIFIED",unknown,29,2026-03-09 11:48:56,2026-03-19 21:45:34
0106,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,29,2026-03-07 12:30:25,2026-03-19 21:45:34
01407-MHS,,YPSILON_HISTO,unknown,29,2026-03-02 09:51:50,2026-03-19 21:45:34
12316,apparition erreur de com 2 device connection error video decoding error,SPGO,unknown,29,2026-03-01 05:09:22,2026-03-19 21:45:34
12317,apparition com retablie 2 device connection restored,SPGO,unknown,29,2026-03-01 04:55:18,2026-03-19 21:45:34
,cam1 1 arret du decodeur,SPGO,unknown,29,2026-03-01 02:48:13,2026-03-19 21:45:34
12291,apparition detection stockeur iunknown digital input deactivated,SPGO,unknown,29,2026-02-28 10:23:20,2026-03-19 21:45:34
416,,SPGO,unknown,28,2026-03-13 21:00:19,2026-03-19 21:45:34
$RVC0001,,"CORS, PROVIDER_UNCLASSIFIED",unknown,28,2026-03-09 07:30:40,2026-03-19 21:45:34
0033,,"CORS, SPGO, YPSILON_HISTO",unknown,28,2026-03-07 11:55:21,2026-03-19 21:45:34
0054,,"CORS, YPSILON_HISTO",unknown,28,2026-03-04 14:15:50,2026-03-19 21:45:34
0059,,"SPGO, YPSILON_HISTO",unknown,28,2026-03-03 22:14:49,2026-03-19 21:45:34
0042,,"SPGO, YPSILON_HISTO",unknown,28,2026-03-02 05:30:04,2026-03-19 21:45:34
12317,apparition com retablie 2 device connection restored video decoding error,SPGO,unknown,28,2026-03-01 04:55:43,2026-03-19 21:45:34
,mise en service 0014,CORS,unknown,28,2026-02-28 03:51:44,2026-03-19 21:45:34
,apparition alarme intrusion 04 dec 0003 detecteur 3,CORS,unknown,28,2026-02-27 09:31:18,2026-03-19 21:45:34
YS,disparition coupure ip 0999,"CORS, YPSILON_HISTO",unknown,27,2026-03-19 16:32:52,2026-03-19 21:45:34
02401-MHS,mise hors service 0006,CORS,unknown,27,2026-03-19 14:24:28,2026-03-19 21:45:34
02402,mise en service 0000,CORS,unknown,27,2026-03-19 12:58:13,2026-03-19 21:45:34
$0015,apparition intrusion 15 pyramide cote occasion,"CORS, YPSILON_HISTO",unknown,27,2026-03-19 02:12:58,2026-03-19 21:45:34
344,disparition brouillage detecteur 0451,"CORS, YPSILON_HISTO",unknown,27,2026-03-18 20:32:43,2026-03-19 21:45:34
344,apparition brouillage detecteur 0451,"CORS, YPSILON_HISTO",unknown,27,2026-03-18 14:18:40,2026-03-19 21:45:34
01OP,,"CORS, PROVIDER_UNCLASSIFIED",unknown,27,2026-03-13 05:07:14,2026-03-19 21:45:34
$0019,,CORS,unknown,27,2026-03-12 20:01:15,2026-03-19 21:45:34
01CL,,"CORS, PROVIDER_UNCLASSIFIED",unknown,27,2026-03-12 19:42:13,2026-03-19 21:45:34
$0029,,"CORS, PROVIDER_UNCLASSIFIED",unknown,27,2026-03-12 18:19:47,2026-03-19 21:45:34
$0675,,SPGO,unknown,27,2026-03-12 10:59:35,2026-03-19 21:45:34
0325,,CORS,unknown,27,2026-03-07 23:06:46,2026-03-19 21:45:34
0101,,CORS,UNK,27,2026-03-05 11:04:41,2026-03-19 21:45:34
0031,,"CORS, SPGO, YPSILON_HISTO",unknown,27,2026-03-04 05:36:15,2026-03-19 21:45:34
0911,,CORS,UNK,27,2026-03-02 18:50:08,2026-03-19 21:45:34
,presence d un animal a la video,SPGO,unknown,27,2026-03-01 15:55:51,2026-03-19 21:45:34
,mise hors service 0013,CORS,unknown,27,2026-02-28 04:44:31,2026-03-19 21:45:34
D0000,apparition autoprotection installation 62 dec 0000 d0000,CORS,unknown,27,2026-02-27 23:06:36,2026-03-19 21:45:34
95,mise hors service 0007,CORS,unknown,26,2026-03-19 16:56:07,2026-03-19 21:45:34
02402,mise en service 0004,CORS,unknown,26,2026-03-19 15:31:13,2026-03-19 21:45:34
ARID,disparition code exclu suite intempestif 7100911 1,"CORS, YPSILON_HISTO",unknown,26,2026-03-19 14:20:49,2026-03-19 21:45:34
342,apparition panne courant module extension 0102,"CORS, SPGO, YPSILON_HISTO",unknown,26,2026-03-19 14:14:45,2026-03-19 21:45:34
02401-MHS,mise hors service 0010,CORS,unknown,26,2026-03-19 06:40:24,2026-03-19 21:45:34
$0059,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,26,2026-03-16 01:39:59,2026-03-19 21:45:34
$0040,,"CORS, PROVIDER_UNCLASSIFIED, SPGO",unknown,26,2026-03-15 16:22:30,2026-03-19 21:45:34
$0000,,CORS,UNK,26,2026-03-05 11:21:42,2026-03-19 21:45:34
6,,SPGO,unknown,26,2026-03-03 23:58:29,2026-03-19 21:45:34
05401-MHS,,YPSILON_HISTO,unknown,26,2026-03-02 06:52:33,2026-03-19 21:45:34
$0039,disparition intrusion 39 thermique magasin sav,SPGO,unknown,26,2026-03-01 15:51:30,2026-03-19 21:45:34
,cam1 32 ajout de la camera resultat succes,SPGO,unknown,26,2026-03-01 14:15:51,2026-03-19 21:45:34
,cam1 31 ajout de la camera resultat succes,SPGO,unknown,26,2026-03-01 14:15:50,2026-03-19 21:45:34
12317,apparition 5 device connection restored,SPGO,unknown,26,2026-02-28 01:34:54,2026-03-19 21:45:34
,mise hors service 0101,CORS,unknown,26,2026-02-27 21:41:36,2026-03-19 21:45:34
,apparition alarme intrusion 03 dec 0002 detecteur 2,CORS,unknown,26,2026-02-27 11:37:27,2026-03-19 21:45:34
